user_id,item_id,date
151,1065305,2015-07-05
154,244592,2015-07-04
154,485582,2015-07-04
157,997044,2015-07-01
157,470042,2015-07-01
157,305287,2015-07-02
157,448153,2015-07-02
157,992921,2015-07-02
157,740068,2015-07-02
157,1029745,2015-07-02
157,362232,2015-07-02
157,1041773,2015-07-02
157,1041773,2015-07-02
157,740068,2015-07-02
157,1041773,2015-07-02
157,448153,2015-07-02
157,417530,2015-07-05
157,989400,2015-07-05
175,369038,2015-07-01
175,356830,2015-07-01
178,406578,2015-07-05
178,506301,2015-07-05
178,232488,2015-07-05
178,636620,2015-07-05
178,581876,2015-07-05
178,840296,2015-07-05
178,295922,2015-07-07
178,1042644,2015-07-07
178,708988,2015-07-07
187,648429,2015-07-04
187,764081,2015-07-04
187,501051,2015-07-04
187,771843,2015-07-04
187,881987,2015-07-04
196,665615,2015-07-06
196,993510,2015-07-06
211,810711,2015-07-02
211,810711,2015-07-02
211,810711,2015-07-02
232,734703,2015-07-01
232,547696,2015-07-01
232,694805,2015-07-01
232,694805,2015-07-01
232,869025,2015-07-01
232,1066314,2015-07-01
232,579162,2015-07-01
232,912340,2015-07-01
232,460669,2015-07-01
232,667989,2015-07-01
232,378481,2015-07-01
241,1070239,2015-07-02
241,1070239,2015-07-02
241,1070239,2015-07-02
241,1070239,2015-07-02
241,1056228,2015-07-02
271,287710,2015-07-01
271,235224,2015-07-01
271,1026341,2015-07-01
271,287710,2015-07-01
271,287710,2015-07-01
271,64302,2015-07-01
271,995776,2015-07-01
271,287710,2015-07-01
271,995776,2015-07-01
271,64302,2015-07-01
271,583878,2015-07-01
271,235224,2015-07-01
271,287710,2015-07-01
271,744016,2015-07-01
271,438062,2015-07-01
271,287710,2015-07-01
271,1079043,2015-07-01
271,707747,2015-07-01
271,287710,2015-07-01
271,663085,2015-07-01
271,235224,2015-07-01
274,129662,2015-07-01
274,423835,2015-07-01
274,232344,2015-07-01
274,437860,2015-07-01
310,19887,2015-07-06
310,622409,2015-07-06
310,19887,2015-07-06
310,890128,2015-07-08
310,507445,2015-07-08
313,883382,2015-07-02
313,81015,2015-07-02
313,773584,2015-07-02
313,1570,2015-07-02
313,1570,2015-07-04
313,773584,2015-07-04
361,1083168,2015-07-04
361,536196,2015-07-04
379,560093,2015-07-08
379,90565,2015-07-08
379,560093,2015-07-08
379,658878,2015-07-08
379,560093,2015-07-08
394,183668,2015-07-07
394,441547,2015-07-07
394,195576,2015-07-07
394,292458,2015-07-07
394,71136,2015-07-07
394,925453,2015-07-07
394,51492,2015-07-07
394,504106,2015-07-07
400,631714,2015-07-08
400,433695,2015-07-08
400,233818,2015-07-08
400,861816,2015-07-08
400,631714,2015-07-08
403,616929,2015-07-03
403,791460,2015-07-03
403,101800,2015-07-03
403,1105851,2015-07-03
403,1105851,2015-07-03
406,77369,2015-07-08
406,77369,2015-07-08
406,245987,2015-07-08
406,77369,2015-07-08
406,77369,2015-07-08
406,1082902,2015-07-08
406,919262,2015-07-08
406,77369,2015-07-08
406,77369,2015-07-08
412,974641,2015-07-03
412,979866,2015-07-03
412,974641,2015-07-03
418,271437,2015-07-07
418,271437,2015-07-07
418,751485,2015-07-07
445,632419,2015-07-04
445,678913,2015-07-04
445,815162,2015-07-05
445,815162,2015-07-05
445,349659,2015-07-05
445,678913,2015-07-05
445,795279,2015-07-05
451,323470,2015-07-04
451,1023993,2015-07-04
451,12412,2015-07-04
451,798812,2015-07-04
451,683008,2015-07-04
451,631714,2015-07-04
451,798203,2015-07-04
451,1023993,2015-07-04
451,488037,2015-07-04
451,24521,2015-07-04
451,1023993,2015-07-04
451,798203,2015-07-04
451,798812,2015-07-04
451,1023993,2015-07-04
451,798812,2015-07-04
451,631714,2015-07-04
451,689658,2015-07-04
451,1023993,2015-07-04
451,1023993,2015-07-04
451,488037,2015-07-04
451,631714,2015-07-04
451,489548,2015-07-04
454,164490,2015-07-05
454,1101090,2015-07-05
454,1101090,2015-07-05
454,164490,2015-07-05
454,153209,2015-07-05
454,469781,2015-07-07
454,1101090,2015-07-07
457,337196,2015-07-07
457,1048557,2015-07-07
457,496459,2015-07-07
457,637075,2015-07-07
457,1020431,2015-07-07
478,485964,2015-07-08
478,547981,2015-07-08
478,649753,2015-07-08
484,243427,2015-07-07
484,251131,2015-07-07
484,355569,2015-07-07
484,657096,2015-07-07
484,5780,2015-07-07
523,493761,2015-07-02
523,493761,2015-07-02
526,672870,2015-07-04
526,672870,2015-07-04
526,664746,2015-07-04
526,672870,2015-07-04
544,462406,2015-07-08
544,820170,2015-07-08
544,1057331,2015-07-08
544,59687,2015-07-08
544,452457,2015-07-08
544,59687,2015-07-08
544,338402,2015-07-08
544,452457,2015-07-08
544,515365,2015-07-08
544,15011,2015-07-08
544,1041128,2015-07-08
544,423408,2015-07-08
544,691733,2015-07-08
559,446085,2015-07-01
559,157977,2015-07-01
559,656693,2015-07-02
559,546212,2015-07-02
559,12450,2015-07-04
559,863701,2015-07-04
559,1093249,2015-07-04
559,456333,2015-07-04
559,726219,2015-07-04
559,697228,2015-07-04
559,501313,2015-07-04
559,631316,2015-07-04
559,841676,2015-07-04
559,974931,2015-07-05
559,656693,2015-07-05
562,904354,2015-07-02
562,1062064,2015-07-02
562,750619,2015-07-07
562,774729,2015-07-07
562,1086813,2015-07-07
592,169767,2015-07-04
592,204951,2015-07-04
592,204951,2015-07-04
598,787302,2015-07-08
598,787302,2015-07-08
613,806535,2015-07-08
613,173586,2015-07-08
625,1052997,2015-07-01
625,289605,2015-07-01
625,1039776,2015-07-01
625,1052997,2015-07-01
625,833176,2015-07-04
625,112108,2015-07-04
625,850775,2015-07-04
625,1052997,2015-07-04
625,1052997,2015-07-04
625,833176,2015-07-04
625,263188,2015-07-07
625,668321,2015-07-07
625,668321,2015-07-07
625,263188,2015-07-07
625,263188,2015-07-07
625,668321,2015-07-07
625,668321,2015-07-07
649,348980,2015-07-03
649,548028,2015-07-03
649,648714,2015-07-03
649,497902,2015-07-03
652,236170,2015-07-03
652,192377,2015-07-03
652,492518,2015-07-03
652,192680,2015-07-03
652,224849,2015-07-03
652,492518,2015-07-03
652,366122,2015-07-03
652,319813,2015-07-03
652,1023471,2015-07-03
652,827809,2015-07-05
652,891412,2015-07-05
652,633191,2015-07-05
652,404708,2015-07-05
652,840329,2015-07-05
652,826115,2015-07-05
652,840329,2015-07-05
652,843945,2015-07-05
652,653917,2015-07-05
652,738336,2015-07-05
652,937704,2015-07-05
652,627944,2015-07-05
652,933958,2015-07-05
652,610272,2015-07-05
652,404708,2015-07-05
652,840329,2015-07-05
652,398056,2015-07-06
652,684853,2015-07-06
652,706134,2015-07-06
652,770271,2015-07-06
652,36232,2015-07-06
652,1022093,2015-07-06
652,374458,2015-07-06
652,36232,2015-07-06
655,678863,2015-07-02
655,215698,2015-07-02
655,1095686,2015-07-04
655,764121,2015-07-04
661,274363,2015-07-05
661,376556,2015-07-05
661,676263,2015-07-07
661,457385,2015-07-07
676,334748,2015-07-08
676,334748,2015-07-08
676,1074751,2015-07-08
676,768357,2015-07-08
682,235305,2015-07-02
682,1089241,2015-07-02
682,921598,2015-07-02
682,359300,2015-07-05
682,392479,2015-07-05
682,190849,2015-07-05
682,227566,2015-07-05
682,969803,2015-07-05
682,662256,2015-07-05
682,372798,2015-07-05
682,246023,2015-07-05
682,969803,2015-07-05
682,383680,2015-07-05
682,359300,2015-07-05
682,190849,2015-07-05
691,378623,2015-07-04
691,585452,2015-07-04
691,530347,2015-07-04
691,505063,2015-07-04
691,25184,2015-07-04
691,685566,2015-07-04
691,940545,2015-07-04
691,336293,2015-07-04
691,530347,2015-07-04
691,272133,2015-07-04
691,444197,2015-07-04
691,118342,2015-07-04
691,816588,2015-07-04
691,277666,2015-07-04
691,867293,2015-07-04
691,863661,2015-07-04
691,869427,2015-07-04
691,291322,2015-07-04
691,685566,2015-07-04
691,940545,2015-07-04
691,498664,2015-07-04
691,985490,2015-07-04
691,189006,2015-07-04
691,422678,2015-07-04
691,422678,2015-07-04
691,940545,2015-07-04
691,940545,2015-07-04
691,36209,2015-07-04
691,685566,2015-07-04
691,530347,2015-07-04
691,638829,2015-07-04
691,177838,2015-07-04
691,983053,2015-07-08
691,1005661,2015-07-08
691,291322,2015-07-08
691,247375,2015-07-08
691,757313,2015-07-08
691,961043,2015-07-08
691,748244,2015-07-08
691,983053,2015-07-08
691,867293,2015-07-08
691,1037122,2015-07-08
691,510465,2015-07-08
691,1041220,2015-07-08
691,560389,2015-07-08
691,724113,2015-07-08
691,900252,2015-07-08
691,341923,2015-07-08
691,897362,2015-07-08
691,638829,2015-07-08
691,422678,2015-07-08
691,894657,2015-07-08
691,15419,2015-07-08
691,829543,2015-07-08
691,497957,2015-07-08
694,495593,2015-07-08
694,728887,2015-07-08
712,55081,2015-07-03
712,815928,2015-07-03
712,590680,2015-07-03
712,781464,2015-07-03
712,81286,2015-07-03
712,363164,2015-07-03
712,81286,2015-07-03
712,55081,2015-07-03
712,227869,2015-07-04
712,127602,2015-07-04
712,624408,2015-07-04
712,348316,2015-07-04
712,495153,2015-07-04
739,892250,2015-07-01
739,275771,2015-07-01
739,799363,2015-07-01
739,34059,2015-07-01
739,608676,2015-07-01
739,137449,2015-07-01
739,947290,2015-07-01
739,5296,2015-07-01
739,440820,2015-07-02
739,912754,2015-07-02
739,850889,2015-07-02
745,203664,2015-07-01
745,203664,2015-07-01
745,1020750,2015-07-01
745,203664,2015-07-01
745,486939,2015-07-02
745,1037614,2015-07-02
760,514578,2015-07-03
760,514578,2015-07-03
760,514578,2015-07-03
766,526585,2015-07-06
766,704678,2015-07-06
766,475971,2015-07-06
766,475971,2015-07-06
766,185584,2015-07-06
766,770858,2015-07-06
766,99211,2015-07-06
766,808026,2015-07-06
766,99211,2015-07-06
766,1320,2015-07-06
766,615903,2015-07-06
784,651029,2015-07-04
784,325910,2015-07-04
784,685792,2015-07-04
784,498580,2015-07-06
784,7484,2015-07-06
784,104928,2015-07-06
784,776701,2015-07-06
784,648831,2015-07-06
784,511869,2015-07-06
784,716850,2015-07-06
784,211706,2015-07-06
784,272138,2015-07-06
784,1038763,2015-07-06
784,7484,2015-07-06
784,511869,2015-07-06
784,985982,2015-07-06
784,914677,2015-07-06
784,609785,2015-07-06
784,914677,2015-07-06
784,985982,2015-07-06
784,914677,2015-07-06
784,776701,2015-07-06
799,423846,2015-07-05
799,615653,2015-07-05
817,335350,2015-07-04
817,279191,2015-07-04
823,543021,2015-07-02
823,567196,2015-07-02
823,192504,2015-07-03
823,745043,2015-07-03
823,182178,2015-07-03
823,551681,2015-07-04
823,182178,2015-07-04
823,551681,2015-07-04
823,203225,2015-07-08
823,472226,2015-07-08
856,436902,2015-07-06
856,436902,2015-07-06
874,832102,2015-07-01
874,72915,2015-07-01
874,399460,2015-07-01
874,953568,2015-07-01
874,953568,2015-07-01
874,107439,2015-07-01
874,487383,2015-07-01
874,107439,2015-07-01
874,953568,2015-07-01
874,953568,2015-07-01
874,936445,2015-07-01
874,590795,2015-07-01
874,953568,2015-07-01
874,107439,2015-07-01
874,399460,2015-07-01
874,107439,2015-07-01
874,11302,2015-07-01
874,24133,2015-07-01
874,953568,2015-07-02
874,56926,2015-07-02
874,953568,2015-07-02
874,953568,2015-07-02
874,898142,2015-07-02
874,953568,2015-07-02
874,953568,2015-07-02
874,953568,2015-07-02
874,953568,2015-07-02
874,953568,2015-07-02
874,1002352,2015-07-02
874,11302,2015-07-02
874,953568,2015-07-02
874,953568,2015-07-02
874,953568,2015-07-02
874,107439,2015-07-02
874,11302,2015-07-02
874,107439,2015-07-02
874,107439,2015-07-02
874,11302,2015-07-02
874,107439,2015-07-02
874,953568,2015-07-02
874,969706,2015-07-02
874,107439,2015-07-02
874,608208,2015-07-02
874,107439,2015-07-02
874,107439,2015-07-02
874,608208,2015-07-02
874,40693,2015-07-02
874,899195,2015-07-02
874,953568,2015-07-02
874,1077268,2015-07-03
874,581763,2015-07-03
874,799844,2015-07-03
874,619236,2015-07-03
874,929081,2015-07-03
874,738734,2015-07-03
874,881028,2015-07-03
874,953568,2015-07-03
874,1096295,2015-07-03
874,718481,2015-07-03
874,930037,2015-07-03
874,575440,2015-07-03
874,458399,2015-07-03
874,881028,2015-07-03
874,1077268,2015-07-03
874,188320,2015-07-03
874,886380,2015-07-03
874,54083,2015-07-03
874,619236,2015-07-03
874,834969,2015-07-03
874,553103,2015-07-03
874,911425,2015-07-03
874,946985,2015-07-03
874,340157,2015-07-03
874,881028,2015-07-03
874,1077268,2015-07-03
874,553103,2015-07-03
874,619236,2015-07-03
877,948656,2015-07-03
877,846902,2015-07-03
880,393514,2015-07-05
880,380383,2015-07-05
880,393514,2015-07-05
880,70776,2015-07-05
883,394278,2015-07-07
883,33202,2015-07-07
883,955457,2015-07-07
886,528459,2015-07-07
886,528459,2015-07-07
886,338281,2015-07-07
886,338281,2015-07-07
886,528190,2015-07-08
886,238958,2015-07-08
886,739958,2015-07-08
886,1003540,2015-07-08
886,35176,2015-07-08
886,917964,2015-07-08
886,374572,2015-07-08
886,183803,2015-07-08
892,876112,2015-07-01
892,876112,2015-07-01
895,889740,2015-07-01
895,317664,2015-07-01
895,1032271,2015-07-01
895,121848,2015-07-01
895,427394,2015-07-01
895,384609,2015-07-01
895,654631,2015-07-01
895,588847,2015-07-01
895,511860,2015-07-01
895,319577,2015-07-01
895,427394,2015-07-01
895,318196,2015-07-01
895,514106,2015-07-01
895,373183,2015-07-01
895,592123,2015-07-01
895,692325,2015-07-01
895,877126,2015-07-01
895,749578,2015-07-01
895,967747,2015-07-01
895,877126,2015-07-01
895,427394,2015-07-01
895,1101520,2015-07-06
895,1101520,2015-07-06
895,1101520,2015-07-06
907,950709,2015-07-02
907,947980,2015-07-02
907,947980,2015-07-02
931,271055,2015-07-07
931,271055,2015-07-07
958,420072,2015-07-03
958,792119,2015-07-03
958,420072,2015-07-03
958,420072,2015-07-03
961,357283,2015-07-03
961,21560,2015-07-03
961,1058454,2015-07-03
961,233870,2015-07-03
964,218211,2015-07-02
964,595111,2015-07-02
964,82797,2015-07-02
964,79846,2015-07-02
964,1072085,2015-07-02
964,431321,2015-07-02
964,741095,2015-07-02
964,66128,2015-07-02
964,235114,2015-07-02
964,79846,2015-07-02
964,414307,2015-07-02
964,66128,2015-07-02
964,741095,2015-07-02
964,595111,2015-07-02
964,741095,2015-07-02
964,235114,2015-07-02
964,741095,2015-07-02
964,235114,2015-07-02
964,702797,2015-07-02
964,409792,2015-07-02
964,595111,2015-07-02
964,66128,2015-07-02
964,741095,2015-07-02
964,66128,2015-07-02
964,741095,2015-07-02
973,737792,2015-07-01
973,808773,2015-07-01
973,737792,2015-07-01
973,737792,2015-07-01
973,893723,2015-07-06
973,737792,2015-07-06
988,35045,2015-07-05
988,918550,2015-07-05
988,1096403,2015-07-05
988,535944,2015-07-05
988,1091747,2015-07-05
988,629372,2015-07-05
988,214519,2015-07-06
988,520108,2015-07-06
997,1093479,2015-07-02
997,407704,2015-07-02
997,481547,2015-07-02
997,53451,2015-07-02
997,695989,2015-07-02
997,1093479,2015-07-02
997,345287,2015-07-08
997,236114,2015-07-08
997,1029222,2015-07-08
997,327897,2015-07-08
997,327897,2015-07-08
997,327897,2015-07-08
997,327897,2015-07-08
997,327897,2015-07-08
997,327897,2015-07-08
1030,858919,2015-07-06
1030,637403,2015-07-06
1054,241222,2015-07-03
1054,1110258,2015-07-03
1060,51829,2015-07-01
1060,73087,2015-07-01
1060,125006,2015-07-01
1060,864233,2015-07-01
1060,373456,2015-07-01
1060,692879,2015-07-01
1060,51829,2015-07-01
1060,693109,2015-07-01
1060,1023702,2015-07-01
1060,496832,2015-07-01
1060,808801,2015-07-01
1060,172375,2015-07-01
1060,1048354,2015-07-01
1060,612030,2015-07-03
1060,315386,2015-07-03
1060,782035,2015-07-03
1060,315386,2015-07-03
1090,62291,2015-07-03
1090,62291,2015-07-03
1111,891703,2015-07-05
1111,340755,2015-07-05
1111,340755,2015-07-05
1111,561733,2015-07-05
1141,234413,2015-07-02
1141,909503,2015-07-02
1141,890494,2015-07-02
1141,890494,2015-07-02
1141,890494,2015-07-02
1141,444841,2015-07-02
1141,445221,2015-07-02
1141,890633,2015-07-05
1141,648343,2015-07-05
1141,93697,2015-07-05
1141,648343,2015-07-05
1141,866090,2015-07-06
1141,571044,2015-07-06
1144,564955,2015-07-06
1144,564955,2015-07-06
1144,738510,2015-07-06
1156,810942,2015-07-03
1156,9815,2015-07-03
1156,791152,2015-07-03
1156,190597,2015-07-03
1156,146245,2015-07-03
1156,371746,2015-07-03
1156,190597,2015-07-03
1156,935173,2015-07-03
1156,190597,2015-07-03
1156,9815,2015-07-03
1156,9815,2015-07-03
1156,9815,2015-07-03
1162,564948,2015-07-02
1162,90015,2015-07-02
1165,793703,2015-07-03
1165,501530,2015-07-03
1165,549424,2015-07-03
1165,1089562,2015-07-04
1165,421874,2015-07-04
1165,64542,2015-07-04
1165,646922,2015-07-04
1165,583252,2015-07-04
1165,738223,2015-07-05
1165,133941,2015-07-05
1165,470138,2015-07-05
1165,133941,2015-07-05
1165,68459,2015-07-05
1165,738223,2015-07-05
1165,279050,2015-07-05
1165,549159,2015-07-05
1165,27147,2015-07-05
1165,529745,2015-07-05
1165,1096472,2015-07-05
1165,458512,2015-07-05
1165,470138,2015-07-05
1165,133941,2015-07-05
1165,279050,2015-07-05
1165,279050,2015-07-05
1165,738223,2015-07-05
1165,746583,2015-07-05
1165,27147,2015-07-05
1165,913947,2015-07-05
1165,27147,2015-07-05
1165,470138,2015-07-05
1189,417735,2015-07-01
1189,764627,2015-07-01
1189,599813,2015-07-01
1189,393739,2015-07-01
1189,190202,2015-07-01
1189,183055,2015-07-01
1189,112107,2015-07-01
1189,590712,2015-07-01
1189,189841,2015-07-01
1189,881819,2015-07-01
1189,210329,2015-07-01
1189,164953,2015-07-01
1189,109403,2015-07-01
1189,305119,2015-07-01
1189,450096,2015-07-01
1189,380198,2015-07-01
1189,467533,2015-07-01
1189,210329,2015-07-01
1189,565005,2015-07-01
1189,380198,2015-07-01
1189,970093,2015-07-05
1189,1009498,2015-07-05
1189,630237,2015-07-05
1189,784093,2015-07-05
1189,558941,2015-07-05
1189,1027715,2015-07-05
1189,982627,2015-07-05
1189,166601,2015-07-05
1189,200545,2015-07-05
1189,601443,2015-07-05
1189,361587,2015-07-05
1201,582296,2015-07-01
1201,237663,2015-07-01
1201,84019,2015-07-01
1201,89549,2015-07-01
1222,899651,2015-07-03
1222,730181,2015-07-03
1222,925883,2015-07-03
1222,846117,2015-07-03
1222,640493,2015-07-03
1222,707841,2015-07-03
1222,788321,2015-07-03
1222,695773,2015-07-03
1222,666481,2015-07-03
1222,697001,2015-07-03
1222,861346,2015-07-03
1222,1084740,2015-07-03
1222,695773,2015-07-03
1222,695773,2015-07-03
1222,381552,2015-07-03
1222,674858,2015-07-03
1222,640493,2015-07-03
1222,1033252,2015-07-03
1222,674858,2015-07-03
1222,708056,2015-07-03
1222,475179,2015-07-03
1222,193234,2015-07-03
1222,645232,2015-07-03
1222,421775,2015-07-03
1222,493513,2015-07-03
1222,625990,2015-07-03
1222,1084740,2015-07-03
1222,793654,2015-07-03
1222,640493,2015-07-03
1222,1033252,2015-07-03
1222,1084740,2015-07-03
1222,640493,2015-07-03
1222,640493,2015-07-03
1222,1060493,2015-07-03
1222,846117,2015-07-03
1222,1084740,2015-07-03
1222,725115,2015-07-06
1222,1082957,2015-07-06
1222,636199,2015-07-06
1222,546649,2015-07-06
1222,803601,2015-07-06
1231,832670,2015-07-04
1231,959379,2015-07-04
1231,19887,2015-07-06
1231,550048,2015-07-06
1231,291550,2015-07-06
1231,461065,2015-07-06
1231,19887,2015-07-06
1231,683168,2015-07-06
1231,49656,2015-07-06
1231,871871,2015-07-06
1231,86112,2015-07-07
1231,655215,2015-07-07
1231,86112,2015-07-07
1231,86112,2015-07-07
1231,86112,2015-07-07
1231,906592,2015-07-07
1231,86112,2015-07-07
1231,86112,2015-07-07
1231,86112,2015-07-07
1249,323516,2015-07-01
1249,646859,2015-07-01
1249,646859,2015-07-02
1249,397913,2015-07-02
1249,646859,2015-07-02
1249,1047442,2015-07-07
1249,646859,2015-07-07
1258,539200,2015-07-08
1258,172334,2015-07-08
1258,324261,2015-07-08
1261,357283,2015-07-03
1261,357283,2015-07-03
1273,894657,2015-07-02
1273,54352,2015-07-02
1273,983053,2015-07-02
1273,639339,2015-07-02
1273,983053,2015-07-02
1273,51029,2015-07-08
1273,904372,2015-07-08
1276,496031,2015-07-07
1276,3032,2015-07-07
1276,168430,2015-07-07
1285,636232,2015-07-05
1285,940545,2015-07-05
1285,979897,2015-07-05
1291,1051715,2015-07-05
1291,300725,2015-07-05
1291,727107,2015-07-05
1291,300725,2015-07-05
1294,1106657,2015-07-01
1294,993619,2015-07-01
1294,993619,2015-07-03
1294,903933,2015-07-03
1294,993619,2015-07-03
1294,993619,2015-07-03
1294,993619,2015-07-03
1294,870654,2015-07-03
1294,254022,2015-07-03
1294,254022,2015-07-03
1294,254022,2015-07-03
1294,993619,2015-07-03
1300,824283,2015-07-05
1300,388018,2015-07-05
1300,182163,2015-07-05
1300,49560,2015-07-07
1300,1072731,2015-07-07
1303,600830,2015-07-01
1303,984570,2015-07-01
1303,917391,2015-07-02
1303,917391,2015-07-02
1312,141714,2015-07-03
1312,859967,2015-07-03
1312,631906,2015-07-03
1312,212871,2015-07-03
1312,631906,2015-07-03
1312,449366,2015-07-03
1312,923460,2015-07-06
1312,923460,2015-07-06
1312,923460,2015-07-06
1312,923460,2015-07-06
1312,923460,2015-07-06
1312,923460,2015-07-06
1312,923460,2015-07-06
1312,923460,2015-07-06
1321,363033,2015-07-06
1321,256525,2015-07-06
1321,256525,2015-07-06
1342,929278,2015-07-04
1342,441159,2015-07-04
1342,1068207,2015-07-04
1342,1068207,2015-07-04
1342,498452,2015-07-04
1342,1047233,2015-07-04
1342,1068207,2015-07-04
1342,929278,2015-07-04
1363,791183,2015-07-02
1363,907040,2015-07-02
1363,637075,2015-07-04
1363,643021,2015-07-04
1372,366012,2015-07-01
1372,864432,2015-07-01
1372,332179,2015-07-01
1372,65424,2015-07-01
1372,546601,2015-07-01
1372,556671,2015-07-01
1372,431626,2015-07-01
1372,1062622,2015-07-01
1372,941114,2015-07-01
1372,421549,2015-07-01
1372,269430,2015-07-01
1372,836988,2015-07-01
1372,324338,2015-07-01
1372,556671,2015-07-01
1372,237363,2015-07-01
1372,244119,2015-07-01
1372,404472,2015-07-01
1372,269430,2015-07-01
1372,476877,2015-07-01
1372,864432,2015-07-01
1372,951014,2015-07-01
1372,475100,2015-07-01
1372,742181,2015-07-01
1372,366012,2015-07-01
1372,137178,2015-07-02
1372,279632,2015-07-02
1372,582358,2015-07-02
1372,1063832,2015-07-02
1372,366012,2015-07-02
1372,546601,2015-07-02
1372,266714,2015-07-02
1372,836988,2015-07-02
1372,332179,2015-07-02
1372,356666,2015-07-02
1372,334722,2015-07-04
1372,587992,2015-07-04
1372,334722,2015-07-04
1372,177403,2015-07-04
1372,587992,2015-07-04
1372,708228,2015-07-08
1372,1071374,2015-07-08
1372,1005974,2015-07-08
1372,832755,2015-07-08
1372,236114,2015-07-08
1372,138084,2015-07-08
1372,138084,2015-07-08
1372,23296,2015-07-08
1372,366012,2015-07-08
1372,236114,2015-07-08
1372,346023,2015-07-08
1372,23296,2015-07-08
1372,177403,2015-07-08
1372,389428,2015-07-08
1372,346023,2015-07-08
1372,246167,2015-07-08
1372,617873,2015-07-08
1378,836474,2015-07-03
1378,685950,2015-07-03
1378,546212,2015-07-07
1378,760174,2015-07-07
1378,301097,2015-07-07
1378,546212,2015-07-08
1378,546212,2015-07-08
1387,856536,2015-07-07
1387,158790,2015-07-07
1387,384800,2015-07-07
1387,384800,2015-07-07
1387,19251,2015-07-07
1387,81567,2015-07-07
1387,875948,2015-07-07
1387,384800,2015-07-07
1387,158790,2015-07-07
1408,19887,2015-07-07
1408,381895,2015-07-07
1408,189438,2015-07-07
